choose_one_category,tweet_id
displaced_people_and_evacuations,'498498625886896128'
injured_or_dead_people,'498498645336276993'
injured_or_dead_people,'498498645814427650'
injured_or_dead_people,'498498646417997824'
injured_or_dead_people,'498498650415587328'
injured_or_dead_people,'498498652705660928'
displaced_people_and_evacuations,'498498678735523840'
other_useful_information,'498498681092714496'
injured_or_dead_people,'498498689993027584'
not_related_or_irrelevant,'498498722150752256'
other_useful_information,'498498754065215489'
not_related_or_irrelevant,'498498774390407168'
injured_or_dead_people,'498498883027492865'
injured_or_dead_people,'498498899468775424'
injured_or_dead_people,'498498902010904576'
infrastructure_and_utilities_damage,'498498905064345601'
injured_or_dead_people,'498498939373776896'
injured_or_dead_people,'498498944700518400'
injured_or_dead_people,'498499008957255681'
injured_or_dead_people,'498499018826076161'
injured_or_dead_people,'498499026476888065'
injured_or_dead_people,'498499027458338816'
injured_or_dead_people,'498499028448202752'
injured_or_dead_people,'498499060962443264'
injured_or_dead_people,'498499077928415232'
displaced_people_and_evacuations,'498499078729113600'
infrastructure_and_utilities_damage,'498499086241525760'
injured_or_dead_people,'498499106885869570'
other_useful_information,'498499120823537665'
other_useful_information,'498499146240643073'
other_useful_information,'498499160728162304'
injured_or_dead_people,'498499165299961856'
injured_or_dead_people,'498499165622910976'
injured_or_dead_people,'498499166088462336'
other_useful_information,'498499172115300352'
injured_or_dead_people,'498499180504305664'
donation_needs_or_offers_or_volunteering_services,'498499186737053696'
other_useful_information,'498499196492595200'
injured_or_dead_people,'498499198635880448'
injured_or_dead_people,'498499200317808640'
injured_or_dead_people,'498499205229740033'
injured_or_dead_people,'498499208425402369'
injured_or_dead_people,'498499212783661056'
injured_or_dead_people,'498499224024383488'
displaced_people_and_evacuations,'498499247252054016'
other_useful_information,'498499250666606593'
injured_or_dead_people,'498499273940410368'
sympathy_and_emotional_support,'498499290818682880'
injured_or_dead_people,'498499317984817152'
injured_or_dead_people,'498499321709334528'
not_related_or_irrelevant,'498499323525885952'
other_useful_information,'498499331989975040'
displaced_people_and_evacuations,'498499333625753600'
not_related_or_irrelevant,'498499340248178690'
injured_or_dead_people,'498499345491038208'
caution_and_advice,'498499351384440832'
other_useful_information,'498499385375064065'
injured_or_dead_people,'498499389535817728'
injured_or_dead_people,'498499422675025921'
caution_and_advice,'498499435195023361'
other_useful_information,'498499441482297344'
injured_or_dead_people,'498499446553206784'
injured_or_dead_people,'498499451670237184'
injured_or_dead_people,'498499456569180160'
injured_or_dead_people,'498499471907753984'
infrastructure_and_utilities_damage,'498499475070263296'
other_useful_information,'498499478270124032'
injured_or_dead_people,'498499481365934080'
injured_or_dead_people,'498499498797449216'
injured_or_dead_people,'498499509190553600'
injured_or_dead_people,'498499515377147905'
injured_or_dead_people,'498499522708766723'
caution_and_advice,'498499523208310784'
not_related_or_irrelevant,'498499524025778176'
injured_or_dead_people,'498499528312782850'
other_useful_information,'498499535136903168'
injured_or_dead_people,'498499535157858304'
injured_or_dead_people,'498499572604231680'
injured_or_dead_people,'498499593588334592'
injured_or_dead_people,'498499596554076160'
caution_and_advice,'498499604246036481'
injured_or_dead_people,'498499618712584192'
other_useful_information,'498499618989412353'
other_useful_information,'498499630116524032'
other_useful_information,'498499641684815873'
injured_or_dead_people,'498499665336471553'
injured_or_dead_people,'498499666284396544'
infrastructure_and_utilities_damage,'498499702225403904'
injured_or_dead_people,'498499712140738561'
injured_or_dead_people,'498499723322728448'
injured_or_dead_people,'498499764196233217'
injured_or_dead_people,'498499768919007234'
injured_or_dead_people,'498499781136613376'
other_useful_information,'498499798337867776'
injured_or_dead_people,'498499812665606144'
infrastructure_and_utilities_damage,'498499833297383424'
injured_or_dead_people,'498499844223168513'
caution_and_advice,'498499849214754816'
injured_or_dead_people,'498499853324791808'
injured_or_dead_people,'498499853517746176'
injured_or_dead_people,'498499864784019458'
injured_or_dead_people,'498499866721796096'
injured_or_dead_people,'498499872413065216'
other_useful_information,'498499876414435328'
missing_trapped_or_found_people,'498499880000974848'
other_useful_information,'498499881405661184'
sympathy_and_emotional_support,'498499891564654592'
injured_or_dead_people,'498499903266754561'
injured_or_dead_people,'498499915702468608'
injured_or_dead_people,'498499933591592960'
injured_or_dead_people,'498499946572959744'
injured_or_dead_people,'498499962305794048'
injured_or_dead_people,'498499965916696576'
injured_or_dead_people,'498499996216352768'
injured_or_dead_people,'498500002096762880'
caution_and_advice,'498500002470440960'
injured_or_dead_people,'498500003099590656'
injured_or_dead_people,'498500003644858368'
other_useful_information,'498500006534729728'
infrastructure_and_utilities_damage,'498500033868615682'
injured_or_dead_people,'498500048108654592'
other_useful_information,'498500086515912704'
injured_or_dead_people,'498500088772427776'
other_useful_information,'498500099186900992'
injured_or_dead_people,'498500101896024064'
injured_or_dead_people,'498500104907935744'
other_useful_information,'498500152332914688'
injured_or_dead_people,'498500152689442816'
injured_or_dead_people,'498500158448234496'
injured_or_dead_people,'498500158527520768'
infrastructure_and_utilities_damage,'498500169248563200'
injured_or_dead_people,'498500188127113218'
other_useful_information,'498500189037293569'
injured_or_dead_people,'498500218674233344'
injured_or_dead_people,'498500236361617408'
infrastructure_and_utilities_damage,'498500253880811520'
injured_or_dead_people,'498500261904527360'
caution_and_advice,'498500285141356545'
injured_or_dead_people,'498500314169765888'
other_useful_information,'498500315444834305'
other_useful_information,'498500315881406464'
injured_or_dead_people,'498500325998092288'
injured_or_dead_people,'498500332465692672'
other_useful_information,'498500336550551552'
injured_or_dead_people,'498500342892756992'
injured_or_dead_people,'498500355114532864'
injured_or_dead_people,'498500358608412672'
injured_or_dead_people,'498500370155732992'
injured_or_dead_people,'498500379143704576'
infrastructure_and_utilities_damage,'498500409754136577'
other_useful_information,'498500419153174529'
injured_or_dead_people,'498500419300368385'
injured_or_dead_people,'498500442733961216'
other_useful_information,'498500499646455808'
other_useful_information,'498500510396071936'
injured_or_dead_people,'498500514938490881'
injured_or_dead_people,'498500536250142721'
not_related_or_irrelevant,'498500541174263809'
infrastructure_and_utilities_damage,'498500551932657664'
injured_or_dead_people,'498500564691718144'
injured_or_dead_people,'498500597427867648'
injured_or_dead_people,'498500625236508672'
injured_or_dead_people,'498500649269473280'
displaced_people_and_evacuations,'498500651270561792'
infrastructure_and_utilities_damage,'498500651740319744'
donation_needs_or_offers_or_volunteering_services,'498500653321572353'
other_useful_information,'498500712348024832'
not_related_or_irrelevant,'498500746430906368'
injured_or_dead_people,'498500752101216256'
missing_trapped_or_found_people,'498500773349576704'
other_useful_information,'498500821240143872'
injured_or_dead_people,'498500839120842753'
infrastructure_and_utilities_damage,'498500847253610496'
injured_or_dead_people,'498500865205211136'
caution_and_advice,'498500881957289985'
injured_or_dead_people,'498500908796624896'
injured_or_dead_people,'498500923074023424'
injured_or_dead_people,'498500923229233152'
injured_or_dead_people,'498500930208546816'
injured_or_dead_people,'498500932565749761'
other_useful_information,'498500953822466048'
injured_or_dead_people,'498500971715371009'
not_related_or_irrelevant,'498500982914179072'
injured_or_dead_people,'498500997719678977'
not_related_or_irrelevant,'498501004628090880'
injured_or_dead_people,'498501038576787457'
injured_or_dead_people,'498501043093663745'
injured_or_dead_people,'498501050064994304'
injured_or_dead_people,'498501056314482688'
injured_or_dead_people,'498501105811464192'
infrastructure_and_utilities_damage,'498501132420128768'
caution_and_advice,'498501142452523008'
injured_or_dead_people,'498501155320631298'
injured_or_dead_people,'498501181677637632'
other_useful_information,'498501182001012736'
displaced_people_and_evacuations,'498501188170813440'
other_useful_information,'498501190062051328'
injured_or_dead_people,'498501196681084929'
injured_or_dead_people,'498501200904331264'
injured_or_dead_people,'498501204544991235'
injured_or_dead_people,'498501206151413762'
other_useful_information,'498501209389424642'
other_useful_information,'498501217216380929'
injured_or_dead_people,'498501230533283840'
other_useful_information,'498501234148802561'
injured_or_dead_people,'498501241950195712'
injured_or_dead_people,'498501271137955840'
other_useful_information,'498501302545317888'
other_useful_information,'498501319888744448'
injured_or_dead_people,'498501362112790528'
other_useful_information,'498501375199047680'
donation_needs_or_offers_or_volunteering_services,'498501390684422144'
injured_or_dead_people,'498501404022304769'
other_useful_information,'498501418874327040'
infrastructure_and_utilities_damage,'498501447122964480'
injured_or_dead_people,'498501473161195520'
injured_or_dead_people,'498501496502505472'
other_useful_information,'498501500982022144'
donation_needs_or_offers_or_volunteering_services,'498501501396869121'
sympathy_and_emotional_support,'498501502025994242'
other_useful_information,'498501504328667136'
other_useful_information,'498501514491867136'
injured_or_dead_people,'498501523324690432'
other_useful_information,'498501529402638336'
injured_or_dead_people,'498501561023483904'
other_useful_information,'498501561845157888'
injured_or_dead_people,'498501563116027904'
injured_or_dead_people,'498501575476670465'
injured_or_dead_people,'498501586969427968'
other_useful_information,'498501615880798208'
not_related_or_irrelevant,'498501651691753472'
injured_or_dead_people,'498501665415507969'
injured_or_dead_people,'498501665746849792'
injured_or_dead_people,'498501681986822144'
injured_or_dead_people,'498501693899018240'
injured_or_dead_people,'498501703436873728'
injured_or_dead_people,'498501714291728384'
injured_or_dead_people,'498501726513922048'
injured_or_dead_people,'498501762077442049'
injured_or_dead_people,'498501765353197568'
injured_or_dead_people,'498501772474728448'
injured_or_dead_people,'498501781664456706'
other_useful_information,'498501787117432832'
infrastructure_and_utilities_damage,'498501797225721857'
injured_or_dead_people,'498501811532488704'
injured_or_dead_people,'498501814749106176'
injured_or_dead_people,'498501834940895233'
other_useful_information,'498501846236155905'
injured_or_dead_people,'498501862078029825'
other_useful_information,'498501867652276224'
injured_or_dead_people,'498501886886944769'
injured_or_dead_people,'498501894008889344'
injured_or_dead_people,'498501907158413312'
not_related_or_irrelevant,'498501914993369088'
injured_or_dead_people,'498501929354682368'
injured_or_dead_people,'498501936786984960'
injured_or_dead_people,'498501942457679872'
other_useful_information,'498501951731286016'
other_useful_information,'498501962598342657'
injured_or_dead_people,'498501968596586496'
other_useful_information,'498501978901970944'
injured_or_dead_people,'498501992302387200'
injured_or_dead_people,'498502003048599554'
injured_or_dead_people,'498502024028495872'
other_useful_information,'498502031397904384'
injured_or_dead_people,'498502037957771264'
other_useful_information,'498502044294979584'
other_useful_information,'498502063773728768'
injured_or_dead_people,'498502067066253312'
injured_or_dead_people,'498502074380713984'
injured_or_dead_people,'498502076385996802'
injured_or_dead_people,'498502102436429825'
injured_or_dead_people,'498502103824732160'
injured_or_dead_people,'498502104269340674'
injured_or_dead_people,'498502178227900416'
injured_or_dead_people,'498502181734346752'
injured_or_dead_people,'498502191116992512'
injured_or_dead_people,'498502197010001920'
injured_or_dead_people,'498502197701640192'
injured_or_dead_people,'498502199644012545'
injured_or_dead_people,'498502214843760641'
injured_or_dead_people,'498502216106643456'
donation_needs_or_offers_or_volunteering_services,'498502260318826497'
other_useful_information,'498502295471259648'
injured_or_dead_people,'498502318380548096'
other_useful_information,'498502340845248514'
other_useful_information,'498502341872869376'
injured_or_dead_people,'498502350311800832'
injured_or_dead_people,'498502351112511488'
caution_and_advice,'498502368850243584'
injured_or_dead_people,'498502381248978945'
injured_or_dead_people,'498502391395012609'
other_useful_information,'498502392200331265'
other_useful_information,'498502392753979392'
injured_or_dead_people,'498502398961537025'
injured_or_dead_people,'498502404661596160'
not_related_or_irrelevant,'498502440665505792'
other_useful_information,'498502445539295232'
injured_or_dead_people,'498502447971565568'
sympathy_and_emotional_support,'498502448454307840'
other_useful_information,'498502457144537088'
other_useful_information,'498502469211947009'
infrastructure_and_utilities_damage,'498502488300208128'
other_useful_information,'498502497376669696'
other_useful_information,'498502500870520832'
not_related_or_irrelevant,'498502509317853185'
caution_and_advice,'498502548995575808'
not_related_or_irrelevant,'498502566938816514'
other_useful_information,'498502623528759297'
injured_or_dead_people,'498502664754569216'
injured_or_dead_people,'498502673839046658'
injured_or_dead_people,'498502704604659712'
injured_or_dead_people,'498502718151872512'
injured_or_dead_people,'498502734774296576'
not_related_or_irrelevant,'498502753044684802'
injured_or_dead_people,'498502754885595136'
injured_or_dead_people,'498502755456417792'
injured_or_dead_people,'498502782962241536'
infrastructure_and_utilities_damage,'498502790365577216'
infrastructure_and_utilities_damage,'498502794144669696'
injured_or_dead_people,'498502798066323457'
injured_or_dead_people,'498502811114405889'
other_useful_information,'498502812884824064'
injured_or_dead_people,'498502830915739648'
injured_or_dead_people,'498502833537581056'
other_useful_information,'498502837199208451'
displaced_people_and_evacuations,'498502845130616833'
other_useful_information,'498502874050363392'
injured_or_dead_people,'498502875153432576'
injured_or_dead_people,'498502878781505536'
injured_or_dead_people,'498502921966088192'
injured_or_dead_people,'498502922662322176'
injured_or_dead_people,'498502975569276928'
injured_or_dead_people,'498502978500718592'
injured_or_dead_people,'498502980342398976'
not_related_or_irrelevant,'498502994447851521'
not_related_or_irrelevant,'498502999011258368'
donation_needs_or_offers_or_volunteering_services,'498503044964028417'
injured_or_dead_people,'498503052358201344'
other_useful_information,'498503072981999617'
other_useful_information,'498503075905011713'
other_useful_information,'498503078979829761'
other_useful_information,'498503099779010560'
infrastructure_and_utilities_damage,'498503102388240384'
other_useful_information,'498503103856254976'
sympathy_and_emotional_support,'498503141651132416'
injured_or_dead_people,'498503163721568256'
injured_or_dead_people,'498503176362811392'
injured_or_dead_people,'498503176903864321'
other_useful_information,'498503187922681856'
other_useful_information,'498503188371501056'
other_useful_information,'498503201206075392'
injured_or_dead_people,'498503201260584960'
other_useful_information,'498503236153008128'
injured_or_dead_people,'498503255811297280'
infrastructure_and_utilities_damage,'498503313344966656'
other_useful_information,'498503346735439874'
injured_or_dead_people,'498503366234746880'
injured_or_dead_people,'498503374644736000'
injured_or_dead_people,'498503376556929025'
caution_and_advice,'498503378771935232'
sympathy_and_emotional_support,'498503379271032834'
injured_or_dead_people,'498503379354935296'
not_related_or_irrelevant,'498503379736223744'
donation_needs_or_offers_or_volunteering_services,'498503392038092800'
injured_or_dead_people,'498503396026896384'
injured_or_dead_people,'498503416729989121'
injured_or_dead_people,'498503424405946368'
injured_or_dead_people,'498503441862635522'
injured_or_dead_people,'498503452973363201'
injured_or_dead_people,'498503485156245505'
injured_or_dead_people,'498503487186284544'
not_related_or_irrelevant,'498503490487209984'
injured_or_dead_people,'498503494672711681'
other_useful_information,'498503494777970689'
caution_and_advice,'498503506660425728'
injured_or_dead_people,'498503509919023104'
injured_or_dead_people,'498503526424002560'
injured_or_dead_people,'498503538474221568'
infrastructure_and_utilities_damage,'498503547630399488'
not_related_or_irrelevant,'498503560074911745'
injured_or_dead_people,'498503567184236544'
injured_or_dead_people,'498503576461643776'
injured_or_dead_people,'498503600373764097'
donation_needs_or_offers_or_volunteering_services,'498503617389682688'
injured_or_dead_people,'498503619944394753'
injured_or_dead_people,'498503650218475520'
missing_trapped_or_found_people,'498503663233806336'
injured_or_dead_people,'498503663858368514'
injured_or_dead_people,'498503676697124864'
other_useful_information,'498503680107483136'
injured_or_dead_people,'498503707051319296'
other_useful_information,'498503729356607488'
injured_or_dead_people,'498503738496417793'
caution_and_advice,'498503777176289280'
injured_or_dead_people,'498503777566330880'
injured_or_dead_people,'498503777931264000'
injured_or_dead_people,'498503780196167680'
injured_or_dead_people,'498503790447050752'
injured_or_dead_people,'498503800391729152'
other_useful_information,'498503802589544448'
injured_or_dead_people,'498503831018147840'
injured_or_dead_people,'498503854372450304'
injured_or_dead_people,'498503856125652993'
donation_needs_or_offers_or_volunteering_services,'498503882587512833'
injured_or_dead_people,'498503889839476736'
injured_or_dead_people,'498503890565095424'
injured_or_dead_people,'498503890770624513'
injured_or_dead_people,'498503892959633409'
injured_or_dead_people,'498503893257449472'
infrastructure_and_utilities_damage,'498503893891174401'
not_related_or_irrelevant,'498503894624763904'
injured_or_dead_people,'498503894767386625'
injured_or_dead_people,'498503899540516864'
donation_needs_or_offers_or_volunteering_services,'498503907660668928'
injured_or_dead_people,'498503916129382401'
other_useful_information,'498503921032527872'
injured_or_dead_people,'498503935066247168'
injured_or_dead_people,'498503972236570624'
injured_or_dead_people,'498504010367000576'
injured_or_dead_people,'498504013017796608'
other_useful_information,'498504027135418370'
infrastructure_and_utilities_damage,'498504043841744897'
injured_or_dead_people,'498504049302310912'
other_useful_information,'498504054645850115'
not_related_or_irrelevant,'498504070291013633'
injured_or_dead_people,'498504088720801792'
injured_or_dead_people,'498504093707800576'
injured_or_dead_people,'498504095943376896'
injured_or_dead_people,'498504156957536256'
injured_or_dead_people,'498504172581683201'
injured_or_dead_people,'498504176268480512'
other_useful_information,'498504194324586496'
sympathy_and_emotional_support,'498504236347711488'
injured_or_dead_people,'498504238767828993'
injured_or_dead_people,'498504257922813952'
injured_or_dead_people,'498504259454119936'
other_useful_information,'498504284569223168'
injured_or_dead_people,'498504296082993153'
caution_and_advice,'498504314646982656'
other_useful_information,'498504319985922049'
injured_or_dead_people,'498504343813775361'
injured_or_dead_people,'498504354186657792'
caution_and_advice,'498504384066887681'
other_useful_information,'498504397198856192'
injured_or_dead_people,'498504412701405185'
other_useful_information,'498504442652553217'
missing_trapped_or_found_people,'498504444078592000'
injured_or_dead_people,'498504444913258496'
other_useful_information,'498504445659860992'
injured_or_dead_people,'498504448768217091'
not_related_or_irrelevant,'498504450751729664'
other_useful_information,'498504454451101696'
injured_or_dead_people,'498504456003002369'
injured_or_dead_people,'498504456695058433'
injured_or_dead_people,'498504457638797313'
injured_or_dead_people,'498504474559012864'
donation_needs_or_offers_or_volunteering_services,'498504476685508608'
injured_or_dead_people,'498504478467690496'
injured_or_dead_people,'498504501213822977'
injured_or_dead_people,'498504502195269633'
injured_or_dead_people,'498504504846086145'
injured_or_dead_people,'498504512529657858'
injured_or_dead_people,'498504571946168323'
injured_or_dead_people,'498504608072073216'
injured_or_dead_people,'498504639567134720'
other_useful_information,'498504652485574656'
other_useful_information,'498504654020706305'
other_useful_information,'498504659687206913'
other_useful_information,'498504681896017923'
injured_or_dead_people,'498504687508017153'
injured_or_dead_people,'498504688354881536'
injured_or_dead_people,'498504692247564288'
other_useful_information,'498504693459714048'
injured_or_dead_people,'498504694616965120'
injured_or_dead_people,'498504698005962752'
other_useful_information,'498504747134226432'
injured_or_dead_people,'498504765622743040'
injured_or_dead_people,'498504775395057665'
injured_or_dead_people,'498504783553363968'
injured_or_dead_people,'498504810862477313'
injured_or_dead_people,'498504838779387906'
other_useful_information,'498504847294234624'
injured_or_dead_people,'498504849894674432'
injured_or_dead_people,'498504857628602369'
injured_or_dead_people,'498504882496602112'
displaced_people_and_evacuations,'498504894039355392'
caution_and_advice,'498504895977517056'
other_useful_information,'498504902906109952'
injured_or_dead_people,'498504905368166401'
injured_or_dead_people,'498504913295769600'
caution_and_advice,'498504916428521474'
injured_or_dead_people,'498504917271580673'
other_useful_information,'498504941489491969'
injured_or_dead_people,'498504960028315648'
injured_or_dead_people,'498504965925515264'
other_useful_information,'498504974285152256'
injured_or_dead_people,'498504979729358849'
injured_or_dead_people,'498505005742043137'
other_useful_information,'498505007273353218'
displaced_people_and_evacuations,'498505033663926272'
injured_or_dead_people,'498505038680301568'
injured_or_dead_people,'498505047181774848'
injured_or_dead_people,'498505059412758528'
injured_or_dead_people,'498505074314723328'
injured_or_dead_people,'498505086021009408'
injured_or_dead_people,'498505086990290944'
other_useful_information,'498505087493226497'
injured_or_dead_people,'498505091343593472'
caution_and_advice,'498505094896549888'
injured_or_dead_people,'498505107768893440'
injured_or_dead_people,'498505117373853696'
injured_or_dead_people,'498505121450688513'
not_related_or_irrelevant,'498505128320970752'
injured_or_dead_people,'498505129918996480'
other_useful_information,'498505161158184960'
injured_or_dead_people,'498505163057803265'
other_useful_information,'498505170276585473'
injured_or_dead_people,'498505176962310144'
other_useful_information,'498505205668151296'
injured_or_dead_people,'498505211799801856'
injured_or_dead_people,'498505214228705283'
injured_or_dead_people,'498505244008280064'
injured_or_dead_people,'498505300216143872'
injured_or_dead_people,'498505306281107457'
injured_or_dead_people,'498505314950721536'
injured_or_dead_people,'498505320042614785'
injured_or_dead_people,'498505331090399232'
sympathy_and_emotional_support,'498505332382253056'
infrastructure_and_utilities_damage,'498505337792897026'
injured_or_dead_people,'498505352070328321'
not_related_or_irrelevant,'498505352544256001'
injured_or_dead_people,'498505381937963008'
injured_or_dead_people,'498505396748025856'
injured_or_dead_people,'498505414258872320'
caution_and_advice,'498505420429074433'
caution_and_advice,'498505422584946688'
caution_and_advice,'498505439974535168'
injured_or_dead_people,'498505488720723969'
other_useful_information,'498505489907728384'
other_useful_information,'498505516478636033'
donation_needs_or_offers_or_volunteering_services,'498505525286690817'
injured_or_dead_people,'498505527211855872'
injured_or_dead_people,'498505536971603968'
injured_or_dead_people,'498505561944891393'
injured_or_dead_people,'498505590918762496'
not_related_or_irrelevant,'498505594676858882'
caution_and_advice,'498505611814789121'
missing_trapped_or_found_people,'498505612246786050'
other_useful_information,'498505615288045570'
injured_or_dead_people,'498505619188768769'
injured_or_dead_people,'498505625715093504'
injured_or_dead_people,'498505636230217729'
other_useful_information,'498505640822984704'
injured_or_dead_people,'498505643800952832'
other_useful_information,'498505644006068224'
injured_or_dead_people,'498505647516708867'
not_related_or_irrelevant,'498505661123014656'
injured_or_dead_people,'498505663710912512'
injured_or_dead_people,'498505733240266752'
other_useful_information,'498505733814894595'
injured_or_dead_people,'498505741486292992'
injured_or_dead_people,'498505741880139777'
injured_or_dead_people,'498505749233168384'
injured_or_dead_people,'498505755851358209'
injured_or_dead_people,'498505765963837441'
injured_or_dead_people,'498505794888163328'
injured_or_dead_people,'498505797908070400'
injured_or_dead_people,'498505825078767616'
other_useful_information,'498505833446379520'
other_useful_information,'498505847207886849'
injured_or_dead_people,'498505869961617408'
donation_needs_or_offers_or_volunteering_services,'498505870653665281'
injured_or_dead_people,'498505880661676032'
displaced_people_and_evacuations,'498505881739206656'
other_useful_information,'498505884402606082'
injured_or_dead_people,'498505939553501185'
injured_or_dead_people,'498505949024235522'
other_useful_information,'498505955198664704'
not_related_or_irrelevant,'498505966594174977'
injured_or_dead_people,'498505966875582465'
infrastructure_and_utilities_damage,'498505974970597376'
injured_or_dead_people,'498505975679430656'
injured_or_dead_people,'498505983472439296'
other_useful_information,'498505985179545600'
injured_or_dead_people,'498506007807418368'
injured_or_dead_people,'498506031266156544'
injured_or_dead_people,'498506046563184640'
other_useful_information,'498506053009813505'
injured_or_dead_people,'498506076988657664'
injured_or_dead_people,'498506077361545217'
injured_or_dead_people,'498506083741470721'
caution_and_advice,'498506088783028225'
injured_or_dead_people,'498506106356764673'
injured_or_dead_people,'498506108978610176'
injured_or_dead_people,'498506137298534400'
injured_or_dead_people,'498506143061516290'
injured_or_dead_people,'498506152922320896'
other_useful_information,'498506161482510336'
sympathy_and_emotional_support,'498506210669121536'
not_related_or_irrelevant,'498506222253780992'
injured_or_dead_people,'498506222677819392'
injured_or_dead_people,'498506222790660096'
injured_or_dead_people,'498506279166283776'
other_useful_information,'498506288997732352'
injured_or_dead_people,'498506289224634368'
injured_or_dead_people,'498506300763176960'
injured_or_dead_people,'498506330744049664'
other_useful_information,'498506342441951233'
injured_or_dead_people,'498506343246860288'
injured_or_dead_people,'498506366852800512'
not_related_or_irrelevant,'498506390218870785'
missing_trapped_or_found_people,'498506416249126912'
injured_or_dead_people,'498506429935140865'
injured_or_dead_people,'498506474663190528'
injured_or_dead_people,'498506517398556673'
injured_or_dead_people,'498506517562523648'
injured_or_dead_people,'498506519181152256'
donation_needs_or_offers_or_volunteering_services,'498506522746302464'
injured_or_dead_people,'498506526085361664'
injured_or_dead_people,'498506527867928577'
injured_or_dead_people,'498506531630223361'
injured_or_dead_people,'498506536977563649'
other_useful_information,'498506584306106371'
injured_or_dead_people,'498506588127502336'
injured_or_dead_people,'498506596440236032'
injured_or_dead_people,'498506597220368384'
injured_or_dead_people,'498506598122131456'
donation_needs_or_offers_or_volunteering_services,'498506598952628225'
caution_and_advice,'498506605278011392'
injured_or_dead_people,'498506605533888512'
infrastructure_and_utilities_damage,'498506608566337536'
other_useful_information,'498506609245437952'
injured_or_dead_people,'498506611334598656'
injured_or_dead_people,'498506612412534784'
injured_or_dead_people,'498506613242986498'
injured_or_dead_people,'498506616778412032'
injured_or_dead_people,'498506620750790656'
injured_or_dead_people,'498506621249912832'
infrastructure_and_utilities_damage,'498506621405102080'
injured_or_dead_people,'498506625930784769'
not_related_or_irrelevant,'498506634243493888'
injured_or_dead_people,'498506637888745473'
injured_or_dead_people,'498506641680384000'
infrastructure_and_utilities_damage,'498506646227013633'
injured_or_dead_people,'498506648244080640'
injured_or_dead_people,'498506654120693760'
other_useful_information,'498506689147326464'
injured_or_dead_people,'498506695450976256'
injured_or_dead_people,'498506710479540224'
not_related_or_irrelevant,'498506720734638080'
donation_needs_or_offers_or_volunteering_services,'498506721326010369'
injured_or_dead_people,'498506721870872576'
injured_or_dead_people,'498506721976147968'
injured_or_dead_people,'498506722672394240'
not_related_or_irrelevant,'498506733560401921'
