label,tweet_id
affected_people,'497086412609441792'
disease_transmission,'497086412672741377'
disease_signs_or_symptoms,'497086415780716544'
disease_transmission,'497086420230868993'
other_useful_information,'497086420688048130'
treatment,'497086421057142784'
treatment,'497086423082606592'
affected_people,'497086426501378048'
treatment,'497086428845989888'
treatment,'497086429181526016'
prevention,'497086430292623360'
disease_signs_or_symptoms,'497086432163684352'
disease_signs_or_symptoms,'497086432234971137'
disease_signs_or_symptoms,'497086432989573120'
prevention,'497086435137437696'
other_useful_information,'497086435971702785'
not_related_or_irrelevant,'497086436215386112'
treatment,'497086438303739905'
not_related_or_irrelevant,'497086438648078336'
not_related_or_irrelevant,'497086438949662720'
not_related_or_irrelevant,'497086439109451778'
other_useful_information,'497086441655382016'
disease_transmission,'497086442393579521'
disease_signs_or_symptoms,'497086442888515584'
treatment,'497086443861585920'
not_related_or_irrelevant,'497086444679462912'
treatment,'497086444964290560'
disease_signs_or_symptoms,'497086445589639168'
other_useful_information,'497086447061454849'
prevention,'497086447170899968'
other_useful_information,'497086448500482049'
other_useful_information,'497086450408517632'
treatment,'497086451591303168'
other_useful_information,'497086452829028352'
other_useful_information,'497086453403226112'
disease_signs_or_symptoms,'497086456360632321'
treatment,'497086458768142336'
prevention,'497086462048075777'
other_useful_information,'497086462630699008'
other_useful_information,'497086462647877632'
treatment,'497086463167971328'
affected_people,'497086463499337728'
disease_signs_or_symptoms,'497086463839051776'
other_useful_information,'497086464828907520'
other_useful_information,'497086464870457344'
not_related_or_irrelevant,'497086465638408193'
not_related_or_irrelevant,'497086466367840256'
disease_signs_or_symptoms,'497086466762485760'
not_related_or_irrelevant,'497086467001184256'
prevention,'497086467802284032'
other_useful_information,'497086469023223808'
disease_transmission,'497086470126325760'
disease_transmission,'497086470759280640'
disease_transmission,'497086472206696449'
prevention,'497086472261226497'
affected_people,'497086474060582912'
other_useful_information,'497086475981172737'
other_useful_information,'497086479290474496'
treatment,'497086480435920898'
deaths_reports,'497086481672830977'
not_related_or_irrelevant,'497086482067124224'
affected_people,'497086486224072704'
disease_signs_or_symptoms,'497086486379249664'
other_useful_information,'497086486739968000'
other_useful_information,'497086490153742336'
disease_transmission,'497086494914641920'
prevention,'497086495589531648'
disease_signs_or_symptoms,'497086495954829313'
other_useful_information,'497086499263750144'
other_useful_information,'497086503286476801'
treatment,'497086505219674112'
disease_signs_or_symptoms,'497086507023224832'
prevention,'497086507778580481'
affected_people,'497086508382580736'
treatment,'497086508545753088'
not_related_or_irrelevant,'497086508784816128'
deaths_reports,'497086510999408640'
treatment,'497086514073853952'
other_useful_information,'497086514484879361'
other_useful_information,'497086514690813952'
affected_people,'497086520470536193'
disease_signs_or_symptoms,'497086522529943552'
affected_people,'497086523184283648'
disease_transmission,'497086523259363328'
disease_transmission,'497086523293335554'
deaths_reports,'497086523511418880'
treatment,'497086523708542976'
not_related_or_irrelevant,'497086525109456896'
disease_transmission,'497086525616959490'
other_useful_information,'497086525730209793'
treatment,'497086529660272640'
prevention,'497086532281716737'
other_useful_information,'497086533233430528'
other_useful_information,'497086533619302400'
not_related_or_irrelevant,'497086534303354880'
deaths_reports,'497086534563414016'
other_useful_information,'497086539025747968'
other_useful_information,'497086542746488832'
prevention,'497086546064199680'
other_useful_information,'497086547637047296'
prevention,'497086550732070913'
prevention,'497086550736261120'
other_useful_information,'497086552678207488'
other_useful_information,'497086553294770176'
other_useful_information,'497086553844633602'
treatment,'497086555475816448'
disease_signs_or_symptoms,'497086557665624065'
other_useful_information,'497086558214688768'
not_related_or_irrelevant,'497086558886166528'
treatment,'497086558911332353'
other_useful_information,'497086559100108800'
affected_people,'497086561629270017'
treatment,'497086562081861634'
disease_signs_or_symptoms,'497086562145161216'
other_useful_information,'497086564997279744'
other_useful_information,'497086566901485568'
affected_people,'497086567702208513'
affected_people,'497086568944123904'
not_related_or_irrelevant,'497086569358974977'
other_useful_information,'497086570386964481'
not_related_or_irrelevant,'497086572752568320'
prevention,'497086573595594752'
not_related_or_irrelevant,'497086573838884865'
treatment,'497086574253727744'
disease_signs_or_symptoms,'497086576158339074'
disease_signs_or_symptoms,'497086579979341825'
treatment,'497086580041863168'
not_related_or_irrelevant,'497086584898867200'
disease_transmission,'497086587365494785'
other_useful_information,'497086587973689344'
affected_people,'497086588296626176'
affected_people,'497086592063143936'
other_useful_information,'497086595447947265'
disease_signs_or_symptoms,'497086599394775041'
disease_transmission,'497086600518852608'
other_useful_information,'497086600732372992'
other_useful_information,'497086603194802176'
deaths_reports,'497086604448894976'
disease_signs_or_symptoms,'497086605229031425'
treatment,'497086605409411075'
affected_people,'497086606223081472'
other_useful_information,'497086607392915456'
other_useful_information,'497086607854694400'
not_related_or_irrelevant,'497086608160866304'
affected_people,'497086609721139200'
treatment,'497086610010169345'
not_related_or_irrelevant,'497086612913016832'
affected_people,'497086613055631360'
deaths_reports,'497086613625643008'
not_related_or_irrelevant,'497086614385201152'
other_useful_information,'497086617677357057'
other_useful_information,'497086617904250882'
not_related_or_irrelevant,'497086618335862784'
not_related_or_irrelevant,'497086619510267905'
disease_transmission,'497086620722823169'
prevention,'497086620886401024'
treatment,'497086623436517376'
disease_transmission,'497086626120867840'
disease_signs_or_symptoms,'497086627416903680'
prevention,'497086628247396352'
other_useful_information,'497086630273245185'
treatment,'497086631271481344'
other_useful_information,'497086631883845633'
prevention,'497086633192472578'
other_useful_information,'497086637613256705'
disease_signs_or_symptoms,'497086637747474432'
disease_transmission,'497086638531837952'
disease_signs_or_symptoms,'497086641367162880'
affected_people,'497086641681735680'
other_useful_information,'497086642247979008'
prevention,'497086644382883841'
other_useful_information,'497086645217546240'
other_useful_information,'497086646320635906'
treatment,'497086646530347008'
not_related_or_irrelevant,'497086648073859072'
other_useful_information,'497086648665251840'
prevention,'497086649906786304'
treatment,'497086650129059840'
not_related_or_irrelevant,'497086650413899776'
treatment,'497086653886775296'
other_useful_information,'497086654331781120'
disease_transmission,'497086655048986625'
prevention,'497086655166042113'
disease_transmission,'497086657011535872'
prevention,'497086657473314816'
treatment,'497086660694528000'
affected_people,'497086663953506307'
disease_transmission,'497086664343175168'
disease_transmission,'497086664838504448'
other_useful_information,'497086665786404865'
prevention,'497086668751765505'
other_useful_information,'497086669640986627'
disease_transmission,'497086670718513152'
not_related_or_irrelevant,'497086673260253184'
disease_signs_or_symptoms,'497086673428434944'
other_useful_information,'497086673847451648'
disease_signs_or_symptoms,'497086675466473472'
prevention,'497086675957190656'
disease_signs_or_symptoms,'497086680667787265'
prevention,'497086680978194433'
disease_transmission,'497086685352833027'
other_useful_information,'497086685398958081'
prevention,'497086686439165952'
prevention,'497086689781624833'
treatment,'497086691602350081'
prevention,'497086692097273856'
not_related_or_irrelevant,'497086692558643202'
prevention,'497086694097969153'
disease_transmission,'497086695071023104'
not_related_or_irrelevant,'497086697889607683'
affected_people,'497086697994477568'
not_related_or_irrelevant,'497086701076901889'
treatment,'497086702213935105'
affected_people,'497086702280654849'
not_related_or_irrelevant,'497086703379972096'
treatment,'497086703480619008'
treatment,'497086703694512128'
disease_transmission,'497086705095024640'
affected_people,'497086706382667776'
affected_people,'497086706747994113'
other_useful_information,'497086708794806272'
not_related_or_irrelevant,'497086709063249920'
not_related_or_irrelevant,'497086710291767296'
disease_signs_or_symptoms,'497086710376046593'
disease_transmission,'497086712779005952'
disease_transmission,'497086713303691264'
affected_people,'497086718290706433'
disease_transmission,'497086719767097344'
other_useful_information,'497086720127823872'
other_useful_information,'497086720882794496'
other_useful_information,'497086721973293056'
disease_signs_or_symptoms,'497086724279762944'
not_related_or_irrelevant,'497086724879548416'
other_useful_information,'497086725613559808'
other_useful_information,'497086725832077313'
prevention,'497086725983064064'
not_related_or_irrelevant,'497086726938963968'
treatment,'497086728042446849'
not_related_or_irrelevant,'497086731280478209'
treatment,'497086733885140992'
not_related_or_irrelevant,'497086734945902592'
other_useful_information,'497086736074559488'
treatment,'497086737718738945'
disease_signs_or_symptoms,'497086739693850624'
treatment,'497086741530951680'
disease_transmission,'497086742059835392'
treatment,'497086742701543424'
other_useful_information,'497086743695613952'
disease_transmission,'497086751077584897'
other_useful_information,'497086751698333696'
affected_people,'497086752256176128'
prevention,'497086754856263680'
treatment,'497086755066363904'
treatment,'497086756676972544'
other_useful_information,'497086757050253312'
treatment,'497086757536800769'
not_related_or_irrelevant,'497086759017381888'
disease_transmission,'497086759982088192'
treatment,'497086763135823872'
other_useful_information,'497086763845058560'
prevention,'497086765485010944'
affected_people,'497086766126747648'
other_useful_information,'497086767888359424'
treatment,'497086768307769344'
other_useful_information,'497086768324550656'
not_related_or_irrelevant,'497086769620602880'
other_useful_information,'497086769918390272'
treatment,'497086773689085952'
other_useful_information,'497086773772558336'
disease_signs_or_symptoms,'497086775341613057'
prevention,'497086776553775104'
other_useful_information,'497086777299959808'
prevention,'497086778222718976'
disease_transmission,'497086778470170624'
disease_signs_or_symptoms,'497086780202827778'
prevention,'497086780534177792'
not_related_or_irrelevant,'497086780676775936'
other_useful_information,'497086781238431744'
other_useful_information,'497086781397794816'
treatment,'497086799484047360'
disease_signs_or_symptoms,'497086799651819520'
other_useful_information,'497086801698631680'
not_related_or_irrelevant,'497086802260668416'
not_related_or_irrelevant,'497086803036606464'
affected_people,'497086803803791360'
other_useful_information,'497086804353245184'
other_useful_information,'497086807428063232'
disease_transmission,'497086807519948800'
not_related_or_irrelevant,'497086809768484864'
disease_signs_or_symptoms,'497086812486377473'
treatment,'497086813484617728'
treatment,'497086813685575680'
other_useful_information,'497086813925040128'
disease_signs_or_symptoms,'497086816793948160'
prevention,'497086817691500544'
prevention,'497086818303901697'
treatment,'497086822171021312'
not_related_or_irrelevant,'497086822904647680'
prevention,'497086824100425728'
other_useful_information,'497086824763117568'
disease_transmission,'497086825002172417'
disease_signs_or_symptoms,'497086825631322112'
other_useful_information,'497086826364944385'
disease_transmission,'497086827917221888'
prevention,'497086828051447808'
prevention,'497086828114366464'
not_related_or_irrelevant,'497086828902481920'
disease_transmission,'497086829561413632'
disease_signs_or_symptoms,'497086829943070721'
other_useful_information,'497086832296079362'
treatment,'497086832924844032'
other_useful_information,'497086833004904449'
other_useful_information,'497086834238058496'
affected_people,'497086834850402304'
other_useful_information,'497086835974471681'
other_useful_information,'497086837123727360'
disease_signs_or_symptoms,'497086838214242305'
disease_transmission,'497086839095037952'
treatment,'497086839384440832'
disease_signs_or_symptoms,'497086840688877569'
prevention,'497086842681176064'
not_related_or_irrelevant,'497086843507462144'
disease_signs_or_symptoms,'497086844925140992'
treatment,'497086845100883968'
other_useful_information,'497086846266904576'
treatment,'497086846480830464'
disease_signs_or_symptoms,'497086847177068544'
other_useful_information,'497086847534002177'
disease_transmission,'497086848250814464'
disease_signs_or_symptoms,'497086848301142016'
other_useful_information,'497086849022574592'
other_useful_information,'497086849438220289'
treatment,'497086850217947137'
disease_signs_or_symptoms,'497086851186831360'
other_useful_information,'497086852277366784'
not_related_or_irrelevant,'497086852411965441'
other_useful_information,'497086852835209216'
treatment,'497086853015556096'
other_useful_information,'497086854152208385'
disease_transmission,'497086854886211584'
treatment,'497086857151524865'
other_useful_information,'497086857180487681'
not_related_or_irrelevant,'497086857344077824'
affected_people,'497086857876754432'
disease_transmission,'497086858224861184'
treatment,'497086858514268161'
affected_people,'497086858891780096'
not_related_or_irrelevant,'497086859655139328'
affected_people,'497086860053991424'
other_useful_information,'497086860653768706'
disease_transmission,'497086860749860864'
disease_signs_or_symptoms,'497086860838338560'
disease_signs_or_symptoms,'497086861463273472'
disease_signs_or_symptoms,'497086862909898752'
disease_signs_or_symptoms,'497086863744577536'
affected_people,'497086864319610881'
disease_transmission,'497086866781253633'
affected_people,'497086867926691841'
other_useful_information,'497086868090290176'
disease_signs_or_symptoms,'497086868190543872'
treatment,'497086868303802370'
treatment,'497086869604028416'
disease_transmission,'497086869864456195'
disease_signs_or_symptoms,'497086870455468033'
not_related_or_irrelevant,'497086870862327808'
deaths_reports,'497086871156314112'
treatment,'497086873898995712'
other_useful_information,'497086874419486720'
not_related_or_irrelevant,'497086874502955009'
treatment,'497086874893041664'
prevention,'497086875165667328'
treatment,'497086876042686464'
other_useful_information,'497086876570759168'
treatment,'497086877082460160'
prevention,'497086877162147841'
not_related_or_irrelevant,'497086878894419968'
disease_signs_or_symptoms,'497086879066378240'
not_related_or_irrelevant,'497086879288684547'
other_useful_information,'497086880312090624'
not_related_or_irrelevant,'497086881880748032'
disease_signs_or_symptoms,'497086881905922049'
disease_signs_or_symptoms,'497086883873050625'
disease_transmission,'497086883894009856'
disease_signs_or_symptoms,'497086885400174592'
other_useful_information,'497086885638832129'
disease_signs_or_symptoms,'497086886062456832'
affected_people,'497086887308185600'
prevention,'497086887841234945'
affected_people,'497086888256098304'
affected_people,'497086888260665345'
disease_signs_or_symptoms,'497086889468657665'
disease_transmission,'497086889896472576'
treatment,'497086890366218241'
not_related_or_irrelevant,'497086890382594049'
prevention,'497086890646843392'
other_useful_information,'497086890688774144'
disease_signs_or_symptoms,'497086891330523136'
treatment,'497086892056522752'
treatment,'497086892173561856'
prevention,'497086892371116032'
other_useful_information,'497086892882800640'
other_useful_information,'497086894568927233'
treatment,'497086895092822016'
prevention,'497086895269359616'
treatment,'497086895562960896'
deaths_reports,'497086896548237312'
treatment,'497086897399660545'
other_useful_information,'497086898511159296'
other_useful_information,'497086899018665984'
other_useful_information,'497086899131916288'
prevention,'497086900209848320'
affected_people,'497086900273164288'
disease_signs_or_symptoms,'497086900335693824'
disease_transmission,'497086900491288576'
not_related_or_irrelevant,'497086901266817024'
other_useful_information,'497086902206750720'
disease_signs_or_symptoms,'497086902638354432'
other_useful_information,'497086903493992448'
other_useful_information,'497086904135733248'
other_useful_information,'497086905146556417'
disease_transmission,'497086906694238208'
disease_signs_or_symptoms,'497086908124524544'
other_useful_information,'497086908703731712'
deaths_reports,'497086908749471744'
treatment,'497086909651623937'
disease_signs_or_symptoms,'497086911467757568'
treatment,'497086911677091840'
treatment,'497086913711333376'
other_useful_information,'497086914856357888'
other_useful_information,'497086917658157056'
disease_signs_or_symptoms,'497086918148894720'
other_useful_information,'497086918731911168'
not_related_or_irrelevant,'497086919088832513'
other_useful_information,'497086920082464769'
treatment,'497086920351301632'
not_related_or_irrelevant,'497086920447754240'
treatment,'497086923211407360'
affected_people,'497086925183123456'
treatment,'497086926759792641'
prevention,'497086928966000640'
other_useful_information,'497086929503272960'
other_useful_information,'497086929524232192'
not_related_or_irrelevant,'497086929804865537'
other_useful_information,'497086930220097537'
disease_signs_or_symptoms,'497086930899582977'
disease_signs_or_symptoms,'497086931357143040'
other_useful_information,'497086931462021120'
other_useful_information,'497086934733561857'
treatment,'497086934909734912'
other_useful_information,'497086934926512128'
not_related_or_irrelevant,'497086935479775232'
treatment,'497086935970508800'
other_useful_information,'497086936755220480'
affected_people,'497086938461900800'
other_useful_information,'497086940445810688'
treatment,'497086940626579456'
prevention,'497086942241382400'
other_useful_information,'497086945873260544'
treatment,'497086950915207168'
prevention,'497086951322054657'
other_useful_information,'497086951334232064'
treatment,'497086951422320640'
treatment,'497086951716294656'
treatment,'497086952236019712'
treatment,'497086953930518528'
other_useful_information,'497086957072052224'
other_useful_information,'497086958149971968'
affected_people,'497086958347501570'
other_useful_information,'497086958360072192'
not_related_or_irrelevant,'497086958527852544'
prevention,'497086958649106433'
affected_people,'497086959165386753'
disease_signs_or_symptoms,'497086962692415488'
other_useful_information,'497086964529897472'
other_useful_information,'497086965851127808'
treatment,'497086967113207808'
other_useful_information,'497086969407873024'
not_related_or_irrelevant,'497086969491365888'
disease_signs_or_symptoms,'497086973497331712'
disease_transmission,'497086973585403904'
other_useful_information,'497086974281666560'
disease_transmission,'497086974348386304'
treatment,'497086974520754176'
treatment,'497086974759817216'
disease_signs_or_symptoms,'497086975036641280'
prevention,'497086975384379393'
other_useful_information,'497086979079553024'
treatment,'497086981222846465'
not_related_or_irrelevant,'497086982061694976'
disease_transmission,'497086983986888704'
treatment,'497086984888664064'
disease_transmission,'497086987258454016'
treatment,'497086987619147776'
other_useful_information,'497086989309444096'
treatment,'497086989691543553'
disease_signs_or_symptoms,'497086991024922624'
other_useful_information,'497086991272390656'
disease_transmission,'497086993223135232'
prevention,'497086994192023552'
other_useful_information,'497087000487682048'
disease_transmission,'497087003654356992'
treatment,'497087004501606400'
treatment,'497087005336276993'
other_useful_information,'497087005516660738'
prevention,'497087006174756865'
disease_signs_or_symptoms,'497087006988836864'
treatment,'497087007336579072'
prevention,'497087007395688448'
other_useful_information,'497087007810519040'
not_related_or_irrelevant,'497087009736126464'
not_related_or_irrelevant,'497087012223320064'
not_related_or_irrelevant,'497087012311420928'
other_useful_information,'497087013502590976'
prevention,'497087014895095808'
other_useful_information,'497087016203722754'
prevention,'497087016610594816'
disease_signs_or_symptoms,'497087017797177344'
disease_signs_or_symptoms,'497087020276408320'
affected_people,'497087023786651648'
other_useful_information,'497087024378417153'
prevention,'497087024751316993'
other_useful_information,'497087025707630592'
affected_people,'497087027712909312'
other_useful_information,'497087027888680960'
treatment,'497087029461516288'
treatment,'497087029558386688'
disease_signs_or_symptoms,'497087030388461569'
treatment,'497087032322424833'
treatment,'497087033064443905'
other_useful_information,'497087034008551424'
not_related_or_irrelevant,'497087034226253824'
treatment,'497087035899781120'
disease_signs_or_symptoms,'497087035958902784'
other_useful_information,'497087037498212353'
treatment,'497087040824303616'
other_useful_information,'497087041109512193'
disease_signs_or_symptoms,'497087042426511361'
other_useful_information,'497087042891706368'
treatment,'497087045903605760'
prevention,'497087045974904832'
deaths_reports,'497087047933657088'
prevention,'497087048738955264'
disease_signs_or_symptoms,'497087051087773697'
treatment,'497087052228616193'
treatment,'497087054673903616'
treatment,'497087057051656192'
not_related_or_irrelevant,'497087060113887232'
disease_signs_or_symptoms,'497087063158956032'
treatment,'497087064564047872'
other_useful_information,'497087064832507904'
other_useful_information,'497087066447286272'
other_useful_information,'497087067696791553'
other_useful_information,'497087068120842242'
affected_people,'497087068569612288'
not_related_or_irrelevant,'497087072952680448'
disease_signs_or_symptoms,'497087074584236033'
prevention,'497087074772975616'
other_useful_information,'497087074953330689'
disease_signs_or_symptoms,'497087075989327872'
other_useful_information,'497087076018716672'
other_useful_information,'497087079843524608'
treatment,'497087080527564802'
disease_signs_or_symptoms,'497087081756520449'
not_related_or_irrelevant,'497087091197882368'
other_useful_information,'497087091554406403'
treatment,'497087091831218176'
other_useful_information,'497087094716911616'
treatment,'497087095299915778'
other_useful_information,'497087095434121217'
treatment,'497087097556066304'
disease_signs_or_symptoms,'497087102291410944'
other_useful_information,'497087103205773313'
deaths_reports,'497087104548339712'
disease_signs_or_symptoms,'497087104607064064'
disease_transmission,'497087104737112065'
disease_transmission,'497087108948185088'
other_useful_information,'497087110219071490'
affected_people,'497087112202964992'
disease_transmission,'497087112312000512'
affected_people,'497087112672710656'
other_useful_information,'497087114157510656'
treatment,'497087115763941376'
prevention,'497087123439509505'
disease_signs_or_symptoms,'497087125414608896'
not_related_or_irrelevant,'497087125536641025'
not_related_or_irrelevant,'497087125809291264'
disease_transmission,'497087126186762240'
affected_people,'497087126484549632'
not_related_or_irrelevant,'497087126899404800'
treatment,'497087127394332672'
treatment,'497087127923208193'
prevention,'497087131291246592'
prevention,'497087132989534208'
affected_people,'497087135149998080'
disease_transmission,'497087135481331713'
other_useful_information,'497087136697683968'
disease_transmission,'497087137406525440'
not_related_or_irrelevant,'497087138903912449'
other_useful_information,'497087139293982720'
disease_signs_or_symptoms,'497087141889839104'
disease_signs_or_symptoms,'497087143446339584'
prevention,'497087144498712576'
disease_signs_or_symptoms,'497087148236230657'
deaths_reports,'497087149683273728'
other_useful_information,'497087150002024448'
other_useful_information,'497087150345949184'
prevention,'497087150769586176'
not_related_or_irrelevant,'497087150861873152'
treatment,'497087150991872000'
other_useful_information,'497087152258170881'
other_useful_information,'497087152585719808'
disease_transmission,'497087153755938816'
treatment,'497087154070515712'
disease_transmission,'497087157409181696'
other_useful_information,'497087157442740224'
affected_people,'497087157815611392'
not_related_or_irrelevant,'497087161972555776'
treatment,'497087162945634304'
other_useful_information,'497087166582116353'
not_related_or_irrelevant,'497087166791426048'
deaths_reports,'497087167605112832'
disease_signs_or_symptoms,'497087169086095360'
affected_people,'497087169539080192'
other_useful_information,'497087169748430849'
other_useful_information,'497087170310463488'
other_useful_information,'497087172756111361'
other_useful_information,'497087173590790145'
prevention,'497087174148239360'
other_useful_information,'497087174622593024'
prevention,'497087176170278912'
disease_signs_or_symptoms,'497087177310748672'
treatment,'497087178326159360'
treatment,'497087178670100480'
prevention,'497087181031501824'
treatment,'497087183220920320'
disease_signs_or_symptoms,'497087183850057728'
disease_signs_or_symptoms,'497087184684740608'
treatment,'497087184860897280'
treatment,'497087185318068224'
treatment,'497087185640632320'
affected_people,'497087185829785601'
deaths_reports,'497087185909465088'
disease_transmission,'497087186236616704'
affected_people,'497087186286563328'
other_useful_information,'497087187142602752'
prevention,'497087187263823873'
other_useful_information,'497087187939508224'
treatment,'497087190489636864'
other_useful_information,'497087191236222976'
treatment,'497087191697592320'
other_useful_information,'497087193987694593'
other_useful_information,'497087196110020609'
disease_signs_or_symptoms,'497087196185116672'
other_useful_information,'497087196436774912'
deaths_reports,'497087196625514498'
treatment,'497087196982435840'
other_useful_information,'497087199574519808'
disease_signs_or_symptoms,'497087204024659968'
other_useful_information,'497087205362262017'
treatment,'497087205438128129'
other_useful_information,'497087207631761409'
other_useful_information,'497087207677521920'
other_useful_information,'497087208554508288'
treatment,'497087209049440256'
other_useful_information,'497087209515012097'
treatment,'497087210500284416'
not_related_or_irrelevant,'497087210945261568'
other_useful_information,'497087211792121856'
not_related_or_irrelevant,'497087212727828481'
other_useful_information,'497087212950134784'
not_related_or_irrelevant,'497087213474435072'
other_useful_information,'497087214082600962'
other_useful_information,'497087216204541952'
not_related_or_irrelevant,'497087216662106113'
disease_signs_or_symptoms,'497087217106300929'
other_useful_information,'497087218608259072'
other_useful_information,'497087218838962176'
disease_signs_or_symptoms,'497087218926616576'
other_useful_information,'497087220231438336'
other_useful_information,'497087221418430464'
other_useful_information,'497087221821108224'
treatment,'497087221845864448'
other_useful_information,'497087223951802368'
other_useful_information,'497087224618708993'
affected_people,'497087224824217601'
disease_signs_or_symptoms,'497087225159360512'
affected_people,'497087226195738624'
affected_people,'497087227575672832'
other_useful_information,'497087227781214208'
affected_people,'497087227852095488'
other_useful_information,'497087227852492800'
other_useful_information,'497087228170887168'
disease_transmission,'497087228217413632'
disease_transmission,'497087228229595136'
other_useful_information,'497087228284125185'
treatment,'497087229618290688'
prevention,'497087230385864704'
other_useful_information,'497087233598705664'
not_related_or_irrelevant,'497087234030714881'
deaths_reports,'497087234286186496'
treatment,'497087235062509569'
other_useful_information,'497087236098109440'
prevention,'497087237968769024'
prevention,'497087239067668480'
other_useful_information,'497087239193890816'
not_related_or_irrelevant,'497087240481173504'
disease_signs_or_symptoms,'497087240636350464'
affected_people,'497087240703840256'
disease_signs_or_symptoms,'497087242641240065'
disease_transmission,'497087243396595712'
prevention,'497087244310970369'
deaths_reports,'497087244700618752'
disease_signs_or_symptoms,'497087245644726272'
affected_people,'497087248098414592'
other_useful_information,'497087251319619584'
disease_signs_or_symptoms,'497087251734855682'
disease_signs_or_symptoms,'497087252007120896'
disease_transmission,'497087252401754113'
affected_people,'497087252439113729'
other_useful_information,'497087257807843328'
other_useful_information,'497087259334946816'
other_useful_information,'497087261016457216'
prevention,'497087261486645248'
disease_signs_or_symptoms,'497087261872103424'
other_useful_information,'497087262220242944'
prevention,'497087262535200769'
treatment,'497087264770785280'
other_useful_information,'497087264917172224'
treatment,'497087266385575936'
treatment,'497087266498809857'
not_related_or_irrelevant,'497087267932864512'
treatment,'497087269614784512'
treatment,'497087272547000321'
other_useful_information,'497087273968877569'
other_useful_information,'497087274610622464'
deaths_reports,'497087275381956610'
not_related_or_irrelevant,'497087277370474496'
other_useful_information,'497087277428772864'
deaths_reports,'497087278255071232'
other_useful_information,'497087278762983424'
other_useful_information,'497087280767840258'
disease_transmission,'497087280918458368'
other_useful_information,'497087281074024448'
treatment,'497087283648937985'
deaths_reports,'497087283674480640'
treatment,'497087287696429056'
not_related_or_irrelevant,'497087287751348224'
disease_transmission,'497087287801692160'
other_useful_information,'497087288061345793'
treatment,'497087288321769472'
affected_people,'497087289307066368'
deaths_reports,'497087289390936065'
prevention,'497087289626226689'
treatment,'497087290762870784'
other_useful_information,'497087293401096192'
not_related_or_irrelevant,'497087295762489345'
other_useful_information,'497087296735547392'
prevention,'497087299092746240'
treatment,'497087303068946432'
deaths_reports,'497087303336984576'
other_useful_information,'497087303345401856'
prevention,'497087304859938816'
not_related_or_irrelevant,'497087305153130496'
not_related_or_irrelevant,'497087306142994432'
