label,tweet_id
displaced_people_and_evacuations,'508335726170505217'
other_useful_information,'508335730654187520'
donation_needs_or_offers_or_volunteering_services,'508335755828019200'
sympathy_and_emotional_support,'508335756637503488'
missing_trapped_or_found_people,'508335767299842048'
injured_or_dead_people,'508335774870536192'
other_useful_information,'508335778447892482'
other_useful_information,'508335778460483584'
donation_needs_or_offers_or_volunteering_services,'508335781543301120'
donation_needs_or_offers_or_volunteering_services,'508335783930257410'
displaced_people_and_evacuations,'508335798358245376'
donation_needs_or_offers_or_volunteering_services,'508335798497071104'
displaced_people_and_evacuations,'508335801579479040'
other_useful_information,'508335805677731840'
donation_needs_or_offers_or_volunteering_services,'508335808009351170'
donation_needs_or_offers_or_volunteering_services,'508335809020190720'
missing_trapped_or_found_people,'508335812745121792'
infrastructure_and_utilities_damage,'508335819799953408'
other_useful_information,'508335825516388352'
displaced_people_and_evacuations,'508335829400694784'
other_useful_information,'508335830386360320'
donation_needs_or_offers_or_volunteering_services,'508335837033926657'
other_useful_information,'508335844969562112'
injured_or_dead_people,'508335857388900353'
other_useful_information,'508335860375240705'
infrastructure_and_utilities_damage,'508335865018318849'
donation_needs_or_offers_or_volunteering_services,'508335868298670080'
injured_or_dead_people,'508335874866548736'
donation_needs_or_offers_or_volunteering_services,'508335875680657408'
injured_or_dead_people,'508335875869007872'
sympathy_and_emotional_support,'508335879694204928'
other_useful_information,'508335879736152065'
injured_or_dead_people,'508335880008790016'
missing_trapped_or_found_people,'508335883314274304'
other_useful_information,'508335897679761408'
donation_needs_or_offers_or_volunteering_services,'508335901827538945'
injured_or_dead_people,'508335902733905920'
injured_or_dead_people,'508335903878557696'
infrastructure_and_utilities_damage,'508335916943806464'
injured_or_dead_people,'508335917417766912'
donation_needs_or_offers_or_volunteering_services,'508335921960611840'
other_useful_information,'508335936070246401'
other_useful_information,'508335937726599168'
donation_needs_or_offers_or_volunteering_services,'508335944844718080'
donation_needs_or_offers_or_volunteering_services,'508335946408812544'
other_useful_information,'508335953820524544'
missing_trapped_or_found_people,'508335958433878016'
donation_needs_or_offers_or_volunteering_services,'508335959302107136'
missing_trapped_or_found_people,'508335965547401216'
injured_or_dead_people,'508335965820436480'
other_useful_information,'508335975094050816'
other_useful_information,'508335975416606720'
donation_needs_or_offers_or_volunteering_services,'508335995323170819'
donation_needs_or_offers_or_volunteering_services,'508336001597861891'
donation_needs_or_offers_or_volunteering_services,'508336011097546753'
other_useful_information,'508336011399929857'
other_useful_information,'508336014343933953'
injured_or_dead_people,'508336042001190912'
missing_trapped_or_found_people,'508336057017180161'
caution_and_advice,'508336061714821120'
infrastructure_and_utilities_damage,'508336070065278976'
infrastructure_and_utilities_damage,'508336089069674497'
donation_needs_or_offers_or_volunteering_services,'508336097378566144'
donation_needs_or_offers_or_volunteering_services,'508336108850016256'
donation_needs_or_offers_or_volunteering_services,'508336127284367360'
missing_trapped_or_found_people,'508336128655908865'
donation_needs_or_offers_or_volunteering_services,'508336129175592960'
donation_needs_or_offers_or_volunteering_services,'508336130937196544'
other_useful_information,'508336139317428224'
other_useful_information,'508336140458659840'
missing_trapped_or_found_people,'508336159584714752'
injured_or_dead_people,'508336161736364032'
donation_needs_or_offers_or_volunteering_services,'508336163577278464'
sympathy_and_emotional_support,'508336171651710977'
sympathy_and_emotional_support,'508336172268265472'
donation_needs_or_offers_or_volunteering_services,'508336185274421249'
sympathy_and_emotional_support,'508336198637850624'
other_useful_information,'508336215506952192'
infrastructure_and_utilities_damage,'508336216899874816'
donation_needs_or_offers_or_volunteering_services,'508336218846007296'
other_useful_information,'508336219256668161'
injured_or_dead_people,'508336220405907456'
injured_or_dead_people,'508336222688002048'
other_useful_information,'508336232586543104'
missing_trapped_or_found_people,'508336236852150272'
other_useful_information,'508336236994375680'
other_useful_information,'508336239305449472'
infrastructure_and_utilities_damage,'508336240114933760'
other_useful_information,'508336243982086144'
other_useful_information,'508336248797163521'
donation_needs_or_offers_or_volunteering_services,'508336266769752064'
sympathy_and_emotional_support,'508336268850114560'
donation_needs_or_offers_or_volunteering_services,'508336276945129472'
displaced_people_and_evacuations,'508336291550089216'
other_useful_information,'508336293110366208'
infrastructure_and_utilities_damage,'508336295844655106'
donation_needs_or_offers_or_volunteering_services,'508336314220314624'
displaced_people_and_evacuations,'508336321794813952'
other_useful_information,'508336336013512704'
injured_or_dead_people,'508336338404659200'
donation_needs_or_offers_or_volunteering_services,'508336342020132864'
other_useful_information,'508336345886883840'
infrastructure_and_utilities_damage,'508336376257867777'
sympathy_and_emotional_support,'508336379202633728'
other_useful_information,'508336387356377088'
missing_trapped_or_found_people,'508336393529999360'
injured_or_dead_people,'508336396029808640'
missing_trapped_or_found_people,'508336399020339200'
other_useful_information,'508336399632707584'
other_useful_information,'508336412811210752'
donation_needs_or_offers_or_volunteering_services,'508336425696100352'
infrastructure_and_utilities_damage,'508336425868091392'
displaced_people_and_evacuations,'508336432079843328'
other_useful_information,'508336433132609537'
donation_needs_or_offers_or_volunteering_services,'508336434214731777'
missing_trapped_or_found_people,'508336440594280449'
donation_needs_or_offers_or_volunteering_services,'508336443257679872'
donation_needs_or_offers_or_volunteering_services,'508336445430308864'
other_useful_information,'508336450752876544'
injured_or_dead_people,'508336457745190912'
other_useful_information,'508336461473935360'
missing_trapped_or_found_people,'508336463755608064'
other_useful_information,'508336467844665344'
sympathy_and_emotional_support,'508336485624733696'
other_useful_information,'508336486807511040'
donation_needs_or_offers_or_volunteering_services,'508336491312193536'
donation_needs_or_offers_or_volunteering_services,'508336495254458369'
other_useful_information,'508336500359307264'
donation_needs_or_offers_or_volunteering_services,'508336540607848449'
injured_or_dead_people,'508336544412086272'
injured_or_dead_people,'508336545787424768'
other_useful_information,'508336547448758272'
other_useful_information,'508336557728624640'
other_useful_information,'508336578456854529'
other_useful_information,'508336584211460096'
other_useful_information,'508336594223255553'
other_useful_information,'508336594529419264'
other_useful_information,'508336594730758144'
sympathy_and_emotional_support,'508336594869174272'
donation_needs_or_offers_or_volunteering_services,'508336595527688193'
other_useful_information,'508336597226758144'
donation_needs_or_offers_or_volunteering_services,'508336598216617984'
donation_needs_or_offers_or_volunteering_services,'508336600611581953'
other_useful_information,'508336602939400192'
donation_needs_or_offers_or_volunteering_services,'508336605766385666'
displaced_people_and_evacuations,'508336607318265856'
sympathy_and_emotional_support,'508336629099270144'
injured_or_dead_people,'508336639379136513'
other_useful_information,'508336648438812673'
sympathy_and_emotional_support,'508336666185302016'
other_useful_information,'508336669817184257'
other_useful_information,'508336678675951616'
donation_needs_or_offers_or_volunteering_services,'508336699542605824'
sympathy_and_emotional_support,'508336702113337344'
injured_or_dead_people,'508336709525049344'
donation_needs_or_offers_or_volunteering_services,'508336711781593088'
donation_needs_or_offers_or_volunteering_services,'508336716781195264'
other_useful_information,'508336721847943168'
missing_trapped_or_found_people,'508336731205013504'
injured_or_dead_people,'508336734686691328'
other_useful_information,'508336738293387264'
other_useful_information,'508336742521266176'
sympathy_and_emotional_support,'508336747353096192'
injured_or_dead_people,'508336747563200512'
other_useful_information,'508336751568355328'
other_useful_information,'508336762351927296'
other_useful_information,'508336764205801472'
injured_or_dead_people,'508336770996379648'
injured_or_dead_people,'508336772032376833'
injured_or_dead_people,'508336774221799425'
other_useful_information,'508336774297706496'
other_useful_information,'508336779683168257'
other_useful_information,'508336783713525760'
donation_needs_or_offers_or_volunteering_services,'508336783902670848'
donation_needs_or_offers_or_volunteering_services,'508336789308710913'
donation_needs_or_offers_or_volunteering_services,'508336794828804097'
donation_needs_or_offers_or_volunteering_services,'508336796799737857'
sympathy_and_emotional_support,'508336798083579904'
caution_and_advice,'508336804513083393'
