tweet_id, tweet_author,label
'504277309478551552',MooreTek,Other relevant information
'504277456052711424',saraprv,Other relevant information
'504278069717135360',KGOMorningNews,Other relevant information
'504278171781713921',kttk234567,Infrastructure and utilities
'504278262269624320',NorthBayNews,Other relevant information
'504278354410090498',HighOnQuacks,Other relevant information
'504280048946675714',allaboutnapa,Other relevant information
'504280166873313280',keloradio,Money
'504281569385672706',geosociety,Other relevant information
'504282142197956608',EarthquakePGS47,Other relevant information
'504282313275211777',MensaCanadaTech,Other relevant information
'504282421404000256',PittsbgPirate,Infrastructure and utilities
'504282700773998593',CAWineCountry,Money
'504282766112858112',ProfHigginsJ,Not related or irrelevant
'504283385800323072',HandelShaine,Other relevant information
'504284375115370496',sharrison038,Other relevant information
'504284669052215296',GeekInvestor_,Other relevant information
'504285218384011264',CatholicLisa,Other relevant information
'504286461290885120',DinahVP,Other relevant information
'504286662059233282',CyG_US_CA,Money
